mean_atomic_mass,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_ThermalConductivity,mean_Valence,mean_Electronegativity,mean_IonizingEnergies,mean_AbsoluteMeltingPoint,mean_ElectricalConductivity,mean_Resistivity,mean_MassMagneticSusceptibility,critical_temp,material
101.2593115,,6.610200000000001,192.8975,106.77658,3.95,4.4544999999999995,36209.637547619044,901.3925,156.15,29.625,134.0245,29.0,Ba0.2La1.8Cu1O4
81.92546259999999,,5.37148,155.14299999999997,85.921264,3.1599999999999997,3.5683999999999996,28216.14944761905,968.1000000000001,125.25999999999999,24.217999999999996,107.21661999999999,26.0,Ba0.1La1.9Ag0.1Cu0.9O4
101.29877325,,6.6761,193.74875,106.65158,3.9749999999999996,4.45975,36238.47538095238,901.3925,155.825,30.275,134.02375,19.0,Ba0.1La1.9Cu1O4
101.27904237499999,,6.64315,193.323125,106.71408,3.9625000000000004,4.457125,36224.05646428571,901.3925,155.9875,29.950000000000003,134.024125,22.0,Ba0.15La1.85Cu1O4
101.21984975,,6.544300000000001,192.04625,106.90158,3.925,4.44925,36180.79971428571,901.3925,156.475,28.975,134.02525,23.0,Ba0.3La1.7Cu1O4
101.14092624999999,,6.4125000000000005,190.34375,107.15158,3.875,4.43875,36123.12404761904,901.3925,157.125,27.675,134.02675,23.0,Ba0.5La1.5Cu1O4
100.9436175,,6.083,186.0875,107.77658,3.75,4.4125,35978.93488095238,901.3925,158.75,24.425,134.0305,11.0,Ba1La1Cu1O4
100.05609824999999,,6.6541,193.52575000000002,107.07657999999999,3.9749999999999996,4.46125,36400.37046428571,913.8925,157.025,29.724999999999998,133.9988,33.0,Sr0.1La1.9Cu1O4
99.415029875,,6.610150000000001,192.988625,107.35158,3.9625000000000004,4.459375,36466.89908928571,913.8925,157.7875,29.125000000000004,133.9867,36.0,Sr0.15La1.85Cu1O4
98.7739615,,6.5662,192.4515,107.62657999999999,3.95,4.4575,36533.42771428572,913.8925,158.55,28.525,133.9746,31.0,Sr0.2La1.8Cu1O4
97.49182474999999,,6.478300000000001,191.37725,108.17658,3.925,4.453749999999999,36666.484964285715,913.8925,160.075,27.325000000000003,133.9504,33.0,Sr0.3La1.7Cu1O4
89.1986398,,5.509880000000001,146.533,62.019264,3.1399999999999997,3.5653999999999995,26619.849199999997,767.9780000000001,90.38000000000002,28.838,107.21408,26.0,Ba0.3La1.7Hg0.3Cu0.7O4
81.4822406,,5.35618,155.071,85.621264,3.17,3.5681,28603.464876190475,968.1000000000001,124.96,24.218999999999998,107.21781000000001,27.0,Ba0.1La1.9Ag0.05Cu0.95O4
81.92546259999999,,5.37148,155.14299999999997,85.921264,3.1599999999999997,3.5683999999999996,28216.14944761905,968.1000000000001,125.25999999999999,24.217999999999996,107.21661999999999,27.0,Ba0.1La1.9Ag0.1Cu0.9O4
83.25512859999999,,5.41738,155.35899999999998,86.821264,3.13,3.5692999999999997,27054.203161904763,968.1000000000001,126.16000000000001,24.215,107.21305,26.0,Ba0.1La1.9Ag0.25Cu0.75O4
85.4712386,,5.49388,155.719,88.321264,3.0799999999999996,3.5707999999999998,25117.62601904762,968.1000000000001,127.66,24.209999999999997,107.2071,27.0,Ba0.1La1.9Ag0.5Cu0.5O4
123.51326800000001,291.9,9.479000000000001,278.78200000000004,268.837212,5.4,6.566999999999998,62530.10003246753,1065.314,395.30000000000007,23.2599999999999,188.6442,82.0,Y1Ba1.5Ca0.5Cu3O7
101.27904237499999,,6.64315,193.323125,106.71408,3.9625000000000004,4.457125,36224.05646428571,901.3925,155.9875,29.950000000000003,134.024125,30.0,Ba0.15La1.85Cu1O4
99.415029875,,6.610150000000001,192.988625,107.35158,3.9625000000000004,4.459375,36466.89908928571,913.8925,157.7875,29.125000000000004,133.9867,39.0,La1.85Sr0.15Cu1O4
100.69716662500001,,6.69805,194.062875,106.80158,3.9875,4.463125,36333.84183928571,913.8925,156.2625,30.325000000000003,134.0109,14.8,La1.95Sr0.05Cu1O4
100.05609824999999,,6.6541,193.52575000000002,107.07657999999999,3.9749999999999996,4.46125,36400.37046428571,913.8925,157.025,29.724999999999998,133.9988,30.0,La1.9Sr0.1Cu1O4
98.4534273125,,6.544225,192.18293749999998,107.76407999999999,3.9437499999999996,4.4565625,36566.69202678571,913.8925,158.93125,28.224999999999998,133.96855,35.5,La1.775Sr0.225Cu1O4
98.132893125,,6.5222500000000005,191.914375,107.90158,3.9375,4.4556249999999995,36599.95633928571,913.8925,159.3125,27.925,133.9625,23.3,La1.75Sr0.25Cu1O4
97.49182474999999,,6.478300000000001,191.37725,108.17658,3.925,4.453749999999999,36666.484964285715,913.8925,160.075,27.325000000000003,133.9504,18.2,La1.7Sr0.3Cu1O4
96.85075637499999,,6.43435,190.840125,108.45157999999999,3.9124999999999996,4.451874999999999,36733.013589285714,913.8925,160.8375,26.724999999999998,133.9383,18.3,La1.65Sr0.35Cu1O4
96.209688,,6.3904000000000005,190.303,108.72658,3.9000000000000004,4.45,36799.54221428571,913.8925,161.6,26.125000000000004,133.9262,18.3,La1.6Sr0.4Cu1O4
99.0944956875,,6.588175000000001,192.72006249999998,107.48908,3.95625,4.4584375000000005,36500.163401785714,913.8925,158.16875,28.825000000000003,133.98065,37.5,La1.825Sr0.175Cu1O4
97.632204875,,6.569650000000001,192.888875,113.53908,3.9625000000000004,4.46125,36685.5333961039,930.1425,165.775,28.764999999999965,134.0335,20.0,La1.85Ca0.15Cu1O4
1011.0463333333332,1365.0,42.18333333333334,350.25,480.6666666666667,18.0,,38951.084126984126,1149.9233333333334,595.0,162.13333333333335,3.451333333333334,76.9,Yb16Ba1Cu2O
134.16413333333333,198.4,7.1626666666666665,70.39666666666666,157.93333333333334,2.6,,14967.535396825397,1149.9233333333334,220.20000000000002,19.700000000000003,0.3933333333333333,65.3,Yb1.8Ba0.2Cu1O
413.04766666666666,576.6666666666666,17.296666666666667,144.11666666666667,217.33333333333334,7.333333333333333,,18357.403174603172,1149.9233333333334,278.3333333333333,68.23333333333333,1.5206666666666668,78.6,Yb6Ba1Cu1O
79.07062892,,4.278816000000001,42.13032,93.89200000000001,1.56,,9033.18433142857,1138.554,131.592,12.919999999999998,0.250368,79.3,Yb1.62La0.18Ba0.18Sr0.02Cu1O
60.501512,127.2,4.284933333333334,46.20333333333334,139.20000000000002,1.4666666666666668,0.9739999999999999,15028.480952380953,1385.5900000000001,204.86666666666667,15.16666666666667,1.078,90.0,Y0.4Ba0.6Cu1O
60.501512,127.2,4.284933333333334,46.20333333333334,139.20000000000002,1.4666666666666668,0.9739999999999999,15028.480952380953,1385.5900000000001,204.86666666666667,15.16666666666667,1.078,90.5,Y0.4Ba0.6Cu1O
71.94633333333333,128.16666666666666,5.082666666666667,50.125,138.83333333333334,1.5,0.9883333333333333,14212.29623015873,1375.9233333333334,203.5,20.733333333333334,62.98566666666667,92.0,Er0.5Ba0.5Cu1O
70.64517566666666,129.04999999999998,4.8345,48.3225,139.21666666666667,1.45,0.972,14199.25998015873,1391.9233333333334,204.58333333333334,16.316666666666666,23.425499999999996,93.2,Tm0.35Ba0.65Cu1O
70.11838866666666,129.56666666666666,4.737666666666667,47.72166666666667,139.23333333333332,1.4333333333333333,0.9659999999999999,14193.409007936507,1391.9233333333334,204.83333333333334,15.733333333333334,20.127666666666666,94.4,Tm0.3Ba0.7Cu1O
69.59160166666666,130.08333333333334,4.640833333333334,47.12083333333334,139.25,1.4166666666666667,0.96,14187.558035714284,1391.9233333333334,205.08333333333334,15.15,16.829833333333333,93.2,Tm0.25Ba0.75Cu1O
69.06481466666666,130.6,4.5440000000000005,46.52,139.26666666666668,1.4000000000000001,0.9540000000000001,14181.707063492062,1391.9233333333334,205.33333333333334,14.566666666666668,13.532000000000004,80.5,Tm0.2Ba0.8Cu1O
358.09523500000006,,25.024500000000003,709.05,624.59303,13.5,16.33,150562.32720238095,901.3925,922.0000000000001,68.05,468.768,48.0,La2Ba4Cu6O14
184.73261333333335,384.3333333333333,12.790666666666667,137.5666666666667,417.6666666666667,4.333333333333333,2.9,44650.35396825396,1385.5900000000001,615.3333333333334,44.03333333333333,2.8653333333333335,90.0,Y1Ba2Cu3O
205.615536,465.35,14.1873,461.51,317.66645,8.9,11.047,96512.77589285714,1052.8925000000002,467.1000000000001,45.075,337.011,90.0,Y1.6Ba2.4Cu3O10
148.240152,333.95,9.90185,321.1075,213.246515,6.3,7.7364999999999995,66754.29955357143,1052.8925000000002,313.45,33.7,236.0775,92.0,Y1.2Ba1.8Cu2O7
90.864768,202.55,5.6164000000000005,180.70499999999998,108.82657999999999,3.7,4.426,36995.823214285716,1052.8925000000002,159.8,22.325000000000003,135.144,80.0,Y0.8Ba1.2Cu1O4
67.87966666666667,126.39999999999999,4.623333333333334,48.92333333333334,139.20000000000002,1.4666666666666668,0.9633333333333333,14186.490952380953,1217.2566666666667,204.6,16.1,6.59,85.0,Nd0.4Ba0.6Cu1O
63.681200000000004,133.3,4.36265,142.4425,104.119935,2.6,,29140.808839285713,876.8925,152.95,14.675,103.0275,8.0,Eu0.4Ba0.6Cu1O3
64.2098,133.5,4.62835,142.4425,103.819935,2.6,3.3085,29136.991339285712,999.6425,152.62,18.675,100.2675,13.0,Gd0.4Ba0.6Cu1O3
64.73479999999999,133.0,4.693350000000001,142.4425,103.819935,2.6,3.3105,29134.23133928571,1024.3925,152.95,14.775,154.76749999999998,91.0,Dy0.4Ba0.6Cu1O3
64.977833,132.8,4.7177500000000006,142.4425,104.319935,2.6,3.3115,29137.531339285713,1039.8925000000002,152.95,15.075000000000001,155.16750000000002,94.0,Ho0.4Ba0.6Cu1O3
65.2107,132.8,4.7448500000000005,142.4425,104.219935,2.6,3.3125,29138.23883928571,1045.6425000000002,153.05,14.275,137.9675,93.0,Er0.4Ba0.6Cu1O3
65.378222,132.4,4.77025,142.4425,104.41993500000001,2.6,3.3135000000000003,29140.948839285713,1057.6425000000002,153.25,12.675,120.1675,93.0,Tm0.4Ba0.6Cu1O3
65.98148,131.9,4.82235,142.4425,104.319935,2.6,3.3155,29230.922339285713,1087.1425000000002,153.65,11.375000000000002,100.2795,91.0,Lu0.4Ba0.6Cu1O3
339.3983333333333,632.0,23.116666666666664,244.61666666666667,696.0,7.333333333333333,4.816666666666666,70932.45476190477,1217.2566666666667,1023.0000000000001,80.5,32.949999999999996,18.0,Nd2Ba3Cu5O
205.21733333333336,393.0,13.751,144.36666666666667,416.3333333333333,4.333333333333333,2.883333333333333,42567.1623015873,1234.2566666666667,613.0000000000001,56.36666666666667,4.3453333333333335,43.0,Sm1Ba2Cu3O
